Vardas              Pavarde             Galutinis balas     
Vardas11278         Pavarde11278        8                   
Vardas11280         Pavarde11280        5.68                
Vardas11281         Pavarde11281        7.52                
Vardas11284         Pavarde11284        7.6                 
Vardas11285         Pavarde11285        6.76                
Vardas11287         Pavarde11287        7.24                
Vardas11288         Pavarde11288        8.52                
Vardas11291         Pavarde11291        6.28                
Vardas11295         Pavarde11295        5.68                
Vardas11296         Pavarde11296        5.04                
Vardas11297         Pavarde11297        7.68                
Vardas11299         Pavarde11299        6.72                
Vardas11300         Pavarde11300        6.4                 
Vardas11306         Pavarde11306        6.52                
Vardas11308         Pavarde11308        8.2                 
Vardas11310         Pavarde11310        8.32                
Vardas11311         Pavarde11311        7.6                 
Vardas11313         Pavarde11313        7.4                 
Vardas11314         Pavarde11314        7.28                
Vardas11315         Pavarde11315        6.76                
Vardas11317         Pavarde11317        7.64                
Vardas11319         Pavarde11319        7.4                 
Vardas11320         Pavarde11320        8                   
Vardas11324         Pavarde11324        6.16                
Vardas1133          Pavarde1133         7.56                
Vardas11333         Pavarde11333        6.6                 
Vardas11334         Pavarde11334        7.04                
Vardas11335         Pavarde11335        7.92                
Vardas11336         Pavarde11336        7.44                
Vardas11340         Pavarde11340        6.64                
Vardas11344         Pavarde11344        6.76                
Vardas11346         Pavarde11346        6.4                 
Vardas11347         Pavarde11347        7.6                 
Vardas11349         Pavarde11349        8.16                
Vardas11350         Pavarde11350        6.76                
Vardas11353         Pavarde11353        7.64                
Vardas11355         Pavarde11355        6.92                
Vardas11359         Pavarde11359        6.24                
Vardas11360         Pavarde11360        6.28                
Vardas11362         Pavarde11362        8.36                
Vardas11364         Pavarde11364        6.4                 
Vardas11365         Pavarde11365        7.36                
