Vardas              Pavarde             Galutinis balas     
Vardas11221         Pavarde11221        2.28                
Vardas11222         Pavarde11222        4.96                
Vardas11223         Pavarde11223        4.88                
Vardas11225         Pavarde11225        1.84                
Vardas11227         Pavarde11227        2.28                
Vardas11228         Pavarde11228        4.28                
Vardas11229         Pavarde11229        2.88                
Vardas1123          Pavarde1123         3.64                
Vardas11231         Pavarde11231        3.52                
Vardas11233         Pavarde11233        4.24                
Vardas11234         Pavarde11234        4.56                
Vardas11236         Pavarde11236        1.72                
Vardas11237         Pavarde11237        2.6                 
Vardas11239         Pavarde11239        4.16                
Vardas1124          Pavarde1124         3.64                
Vardas11241         Pavarde11241        2.96                
Vardas11242         Pavarde11242        2.64                
Vardas11244         Pavarde11244        4.92                
Vardas11245         Pavarde11245        4.28                
Vardas11247         Pavarde11247        2.48                
Vardas11248         Pavarde11248        2.2                 
Vardas11249         Pavarde11249        4.36                
Vardas11252         Pavarde11252        4.36                
Vardas11253         Pavarde11253        4.36                
Vardas11256         Pavarde11256        3.12                
Vardas11257         Pavarde11257        3.72                
Vardas11258         Pavarde11258        4.48                
Vardas11259         Pavarde11259        4.16                
Vardas11261         Pavarde11261        4.92                
Vardas11262         Pavarde11262        2.64                
Vardas11263         Pavarde11263        4.28                
Vardas11267         Pavarde11267        3.84                
Vardas11269         Pavarde11269        3.56                
Vardas1127          Pavarde1127         2.44                
Vardas11276         Pavarde11276        4.84                
Vardas11279         Pavarde11279        2.08                
Vardas1128          Pavarde1128         2.44                
Vardas11282         Pavarde11282        1.76                
Vardas11283         Pavarde11283        1.96                
Vardas11286         Pavarde11286        4.92                
Vardas11289         Pavarde11289        2.8                 
Vardas1129          Pavarde1129         3.56                
Vardas11290         Pavarde11290        3                   
Vardas11292         Pavarde11292        3.04                
